id,type,success,duration
0,symbol_cmd,True,0.003195099998265505
1,symbol_cmd,True,0.0019530999998096377
2,symbol_cmd,True,0.0020647000055760145
3,symbol_cmd,True,0.03248850000090897
4,top_cmd,True,0.0022401000023819506
5,top_cmd,True,0.002250699995784089
6,vol_cmd,True,0.0023969000030774623
7,symbol_cmd,True,0.0019797999993897974
8,symbol_cmd,True,0.0020292000262998044
9,top_cmd,True,0.0022034000139683485
10,vol_cmd,True,0.0023231999948620796
11,vol_cmd,True,0.0023674999829381704
12,symbol_cmd,True,0.0027211999986320734
13,top_cmd,True,0.0024670000129844993
14,symbol_cmd,True,0.0020530999754555523
15,top_cmd,True,0.0021749000006821007
16,top_cmd,True,0.002972499991301447
17,symbol_cmd,True,0.0018959000008180737
18,top_cmd,True,0.00229199999012053
19,top_cmd,True,0.0023791999847162515
20,top_cmd,True,0.0022156000195536762
21,vol_cmd,True,0.002296299993759021
22,top_cmd,True,0.002284400019561872
23,symbol_cmd,True,0.0019915000011678785
24,symbol_cmd,True,0.0020721000037156045
25,symbol_cmd,True,0.0029129000031389296
26,top_cmd,True,0.0021804000134579837
27,top_cmd,True,0.002282600005855784
28,top_cmd,True,0.0023153999936766922
29,vol_cmd,True,0.0022830999805592
30,top_cmd,True,0.0022228999878279865
31,vol_cmd,True,0.002160800009733066
32,top_cmd,True,0.002271000004839152
33,symbol_cmd,True,0.002232500002719462
34,symbol_cmd,True,0.0026148000033572316
35,symbol_cmd,True,0.0021032999793533236
36,symbol_cmd,True,0.0020293999987188727
37,symbol_cmd,True,0.002066399989416823
38,vol_cmd,True,0.002493799984222278
39,top_cmd,True,0.0031199000077322125
40,top_cmd,True,0.002171600004658103
41,vol_cmd,True,0.0022671000042464584
42,vol_cmd,True,0.002202900010161102
43,top_cmd,True,0.0034278999955859035
44,vol_cmd,True,0.0022483000066131353
45,top_cmd,True,0.0023711999820079654
46,top_cmd,True,0.002239599998574704
47,top_cmd,True,0.0030525000183843076
48,vol_cmd,True,0.0021594999998342246
49,top_cmd,True,0.0023071999894455075
50,vol_cmd,True,0.0023112999915611
51,top_cmd,True,0.0021724000107496977
52,vol_cmd,True,0.037197799974819645
53,vol_cmd,True,0.002222699986305088
54,top_cmd,True,0.002143999998224899
55,top_cmd,True,0.0021664999949280173
56,symbol_cmd,True,0.002740500000072643
57,symbol_cmd,True,0.0019985999970231205
58,top_cmd,True,0.002307599992491305
59,top_cmd,True,0.0022471999982371926
60,symbol_cmd,True,0.001996899984078482
61,top_cmd,True,0.0029958999948576093
62,symbol_cmd,True,0.0021665999956894666
63,top_cmd,True,0.002171600004658103
64,top_cmd,True,0.002249199984362349
65,top_cmd,True,0.0032060999947134405
66,top_cmd,True,0.00213060001260601
67,vol_cmd,True,0.0023098000092431903
68,vol_cmd,True,0.002144199999747798
69,vol_cmd,True,0.0021726000122725964
70,symbol_cmd,True,0.002044900000328198
71,top_cmd,True,0.0022649000165984035
72,top_cmd,True,0.0023501999967265874
73,symbol_cmd,True,0.0020732000120915473
74,vol_cmd,True,0.003036100009921938
75,vol_cmd,True,0.0021493999811355025
76,vol_cmd,True,0.002264500013552606
77,vol_cmd,True,0.0024081999727059156
78,symbol_cmd,True,0.002931499999249354
79,vol_cmd,True,0.0025040999753400683
80,top_cmd,True,0.002441000018734485
81,symbol_cmd,True,0.0020343999785836786
82,symbol_cmd,True,0.0020757000020239502
83,vol_cmd,True,0.0030075999966356903
84,top_cmd,True,0.0024108999932650477
85,top_cmd,True,0.0022330999781843275
86,symbol_cmd,True,0.002099900011671707
87,symbol_cmd,True,0.002119699987815693
88,vol_cmd,True,0.003024600009666756
89,vol_cmd,True,0.0025236000074073672
90,symbol_cmd,True,0.002150099986465648
91,symbol_cmd,True,0.0021554999984800816
92,symbol_cmd,True,0.0027153999835718423
93,symbol_cmd,True,0.0019941000209655613
94,vol_cmd,True,0.0022418999869842082
95,vol_cmd,True,0.0021758000075351447
96,symbol_cmd,True,0.0020277000148780644
97,vol_cmd,True,0.0021413000067695975
98,symbol_cmd,True,0.0020739000174216926
99,vol_cmd,True,0.002504700009012595
100,vol_cmd,True,0.0021966999920550734
101,top_cmd,True,0.0030365000129677355
102,vol_cmd,True,0.0024019000120460987
103,vol_cmd,True,0.002622600004542619
104,top_cmd,True,0.002313700009835884
105,symbol_cmd,True,0.001990799995837733
106,symbol_cmd,True,0.0019181999959982932
107,top_cmd,True,0.0022862000041641295
108,symbol_cmd,True,0.001951399986864999
109,vol_cmd,True,0.002209199999924749
110,top_cmd,True,0.04172089998610318
111,symbol_cmd,True,0.001909299986436963
112,symbol_cmd,True,0.00194980000378564
113,top_cmd,True,0.002863200003048405
114,vol_cmd,True,0.002334399992832914
115,top_cmd,True,0.00213939999230206
116,top_cmd,True,0.0022782999731134623
117,symbol_cmd,True,0.002165700017940253
118,symbol_cmd,True,0.0020306999795138836
119,symbol_cmd,True,0.0033106000046245754
120,vol_cmd,True,0.0022567000123672187
121,top_cmd,True,0.002356200013309717
122,symbol_cmd,True,0.002008500014198944
123,vol_cmd,True,0.0022698999964632094
124,vol_cmd,True,0.0022954000160098076
125,vol_cmd,True,0.00229649999528192
126,vol_cmd,True,0.002267600008053705
127,symbol_cmd,True,0.0019495999731589109
128,top_cmd,True,0.0035007999977096915
129,vol_cmd,True,0.002273799997055903
130,vol_cmd,True,0.0022718999825883657
131,vol_cmd,True,0.002303999994182959
132,vol_cmd,True,0.0022091000282671303
133,symbol_cmd,True,0.002034400007687509
134,symbol_cmd,True,0.0021016999962739646
135,symbol_cmd,True,0.002017799997702241
136,top_cmd,True,0.002552100020693615
137,symbol_cmd,True,0.0030550999799743295
138,vol_cmd,True,0.0023216999834403396
139,top_cmd,True,0.002200899994932115
140,symbol_cmd,True,0.0019751999934669584
141,top_cmd,True,0.0023778000031597912
142,top_cmd,True,0.0024153999984264374
143,vol_cmd,True,0.0024178000167012215
144,top_cmd,True,0.002337400015676394
145,vol_cmd,True,0.002470099978381768
146,vol_cmd,True,0.003025300014996901
147,vol_cmd,True,0.0023361000057775527
148,top_cmd,True,0.0022916000161785632
149,symbol_cmd,True,0.0021849999902769923
150,vol_cmd,True,0.0031901999900583178
151,vol_cmd,True,0.0022114000166766346
152,symbol_cmd,True,0.002144300000509247
153,top_cmd,True,0.002282900008140132
154,symbol_cmd,True,0.0022046000231057405
155,top_cmd,True,0.0031808999774511904
156,symbol_cmd,True,0.001976800005650148
157,symbol_cmd,True,0.002122400008374825
158,symbol_cmd,True,0.0019582000095397234
159,symbol_cmd,True,0.0020849000138696283
160,vol_cmd,True,0.002291800017701462
161,top_cmd,True,0.0022440000029746443
162,symbol_cmd,True,0.002124800026649609
163,vol_cmd,True,0.0022717000101692975
164,symbol_cmd,True,0.0026812999858520925
165,symbol_cmd,True,0.002205199998570606
166,top_cmd,True,0.002236500004073605
167,symbol_cmd,True,0.0020942999981343746
168,symbol_cmd,True,0.002014700003201142
169,symbol_cmd,True,0.0029266999918036163
170,top_cmd,True,0.0022536000178661197
171,symbol_cmd,True,0.001988399977562949
172,vol_cmd,True,0.0023947999870870262
173,vol_cmd,True,0.0034805999894160777
174,vol_cmd,True,0.002410699991742149
175,symbol_cmd,True,0.0019515000167302787
176,top_cmd,True,0.002201199997216463
177,top_cmd,True,0.0023332999844569713
178,symbol_cmd,True,0.002825900010066107
179,top_cmd,True,0.0025344000023324043
180,top_cmd,True,0.0024725999974180013
181,top_cmd,True,0.002216599998064339
182,symbol_cmd,True,0.002238900022348389
183,vol_cmd,True,0.0023981000122148544
184,symbol_cmd,True,0.002111000008881092
185,symbol_cmd,True,0.002058600017335266
186,symbol_cmd,True,0.002076599979773164
187,symbol_cmd,True,0.0028814999968744814
188,top_cmd,True,0.0022456000151578337
189,symbol_cmd,True,0.0019251999910920858
190,symbol_cmd,True,0.0020804000087082386
191,symbol_cmd,True,0.0019610000017564744
192,symbol_cmd,True,0.0031423000036738813
193,top_cmd,True,0.0023086000001057982
194,top_cmd,True,0.002274900005431846
195,symbol_cmd,True,0.0021143999765627086
196,vol_cmd,True,0.0036062000144738704
197,top_cmd,True,0.0022302000143099576
198,vol_cmd,True,0.0022444000060204417
199,vol_cmd,True,0.002182700001867488
200,vol_cmd,True,0.0023224000178743154
201,symbol_cmd,True,0.0025978999910876155
202,vol_cmd,True,0.002504200005205348
203,top_cmd,True,0.0022950000129640102
204,symbol_cmd,True,0.002113800001097843
205,symbol_cmd,True,0.0029884999967180192
206,symbol_cmd,True,0.0019048000103794038
207,vol_cmd,True,0.0024494000244885683
208,top_cmd,True,0.002373800001805648
209,symbol_cmd,True,0.003346599987708032
210,symbol_cmd,True,0.0046199999924283475
211,top_cmd,True,0.003716000006534159
212,top_cmd,True,0.00283129999297671
213,symbol_cmd,True,0.0024560999881941825
214,symbol_cmd,True,0.002026700007263571
215,symbol_cmd,True,0.00261060000048019
216,symbol_cmd,True,0.0029368000105023384
217,top_cmd,True,0.003104900009930134
218,top_cmd,True,0.002383500017458573
219,top_cmd,True,0.00313209998421371
220,vol_cmd,True,0.002672200003871694
221,top_cmd,True,0.0024002999998629093
222,symbol_cmd,True,0.00243569997837767
223,top_cmd,True,0.003266799991251901
224,symbol_cmd,True,0.0027900999994017184
225,symbol_cmd,True,0.0023040999949444085
226,vol_cmd,True,0.0025832000246737152
227,symbol_cmd,True,0.002323599997907877
228,symbol_cmd,True,0.0031322000140789896
229,symbol_cmd,True,0.0023615999962203205
230,vol_cmd,True,0.0028122999938204885
231,top_cmd,True,0.002550999983213842
232,vol_cmd,True,0.0023384000232908875
233,top_cmd,True,0.002285099995788187
234,vol_cmd,True,0.0024175999860744923
235,vol_cmd,True,0.0022308999905362725
236,vol_cmd,True,0.0026311000110581517
237,symbol_cmd,True,0.0033700000203680247
238,vol_cmd,True,0.002242300019133836
239,vol_cmd,True,0.002297500002896413
240,top_cmd,True,0.0022428999945987016
241,top_cmd,True,0.0030510000069625676
242,top_cmd,True,0.002209400001447648
243,top_cmd,True,0.002209700003731996
244,top_cmd,True,0.002369800000451505
245,top_cmd,True,0.002267900010338053
246,vol_cmd,True,0.051053700008196756
247,top_cmd,True,0.0021829000033903867
248,symbol_cmd,True,0.0020570000051520765
249,symbol_cmd,True,0.001970300014363602
250,vol_cmd,True,0.0032042999810073525
251,symbol_cmd,True,0.0019130999862682074
252,top_cmd,True,0.0022424999915529042
253,top_cmd,True,0.002439500007312745
254,vol_cmd,True,0.0024151999969035387
255,symbol_cmd,True,0.00198830000590533
256,symbol_cmd,True,0.0020524999999906868
257,symbol_cmd,True,0.002085100015392527
258,top_cmd,True,0.002230300015071407
259,top_cmd,True,0.003266799991251901
260,top_cmd,True,0.0022419999877456576
261,top_cmd,True,0.002286300004925579
262,symbol_cmd,True,0.0021554000268224627
263,symbol_cmd,True,0.002009799994993955
264,vol_cmd,True,0.0034491000114940107
265,symbol_cmd,True,0.002078099991194904
266,symbol_cmd,True,0.002047699992544949
267,vol_cmd,True,0.002441999997245148
268,top_cmd,True,0.0033306999830529094
269,top_cmd,True,0.002708499989239499
270,top_cmd,True,0.002405400009592995
271,vol_cmd,True,0.0024442000139970332
272,vol_cmd,True,0.0021755000052507967
273,symbol_cmd,True,0.0021006999886594713
274,vol_cmd,True,0.0024953999964054674
275,top_cmd,True,0.0022721999848727137
276,top_cmd,True,0.0025650000025052577
277,vol_cmd,True,0.003205299988621846
278,top_cmd,True,0.002469099999871105
279,top_cmd,True,0.0024255999887827784
280,vol_cmd,True,0.002328200003830716
281,vol_cmd,True,0.0032146000012289733
282,vol_cmd,True,0.0021360999962780625
283,top_cmd,True,0.0024662000068929046
284,symbol_cmd,True,0.002056800003629178
285,vol_cmd,True,0.002199900016421452
286,symbol_cmd,True,0.0020551999914459884
287,top_cmd,True,0.0021856999956071377
288,top_cmd,True,0.002190499973949045
289,top_cmd,True,0.0022450000105891377
290,vol_cmd,True,0.0028888999950140715
291,top_cmd,True,0.0023475000052712858
292,symbol_cmd,True,0.002113800001097843
293,symbol_cmd,True,0.0021704000246245414
294,vol_cmd,True,0.002334300021175295
295,symbol_cmd,True,0.0019253999926149845
296,symbol_cmd,True,0.0021182000054977834
297,vol_cmd,True,0.0025215999921783805
298,symbol_cmd,True,0.00227870000526309
299,symbol_cmd,True,0.002962300000945106
300,top_cmd,True,0.0022354999964591116
301,top_cmd,True,0.002283900015754625
302,symbol_cmd,True,0.0020973999926354736
303,symbol_cmd,True,0.0024161000037565827
304,symbol_cmd,True,0.00276459997985512
305,symbol_cmd,True,0.001973200007341802
306,symbol_cmd,True,0.001989700016565621
307,symbol_cmd,True,0.0021767999860458076
308,symbol_cmd,True,0.0021536999847739935
309,symbol_cmd,True,0.002898999984608963
310,vol_cmd,True,0.0024741999804973602
311,top_cmd,True,0.0021730000153183937
312,top_cmd,True,0.0022398000000976026
313,vol_cmd,True,0.003159700019750744
314,symbol_cmd,True,0.0019890000112354755
315,symbol_cmd,True,0.002238600020064041
316,top_cmd,True,0.002567899995483458
317,top_cmd,True,0.002486300014425069
318,vol_cmd,True,0.002830999990692362
319,top_cmd,True,0.0024047000042628497
320,vol_cmd,True,0.0023784000077284873
321,symbol_cmd,True,0.0019838000007439405
322,top_cmd,True,0.0033233999856747687
323,symbol_cmd,True,0.0020382000075187534
324,vol_cmd,True,0.0023744000063743442
325,symbol_cmd,True,0.0021330000017769635
326,top_cmd,True,0.0022319999989122152
327,symbol_cmd,True,0.054063100018538535
328,top_cmd,True,0.002174699999159202
329,vol_cmd,True,0.003075100015848875
330,vol_cmd,True,0.002435000002151355
331,vol_cmd,True,0.0030638000171165913
332,top_cmd,True,0.0022006999934092164
333,vol_cmd,True,0.002298699982929975
334,vol_cmd,True,0.0025341000000480562
335,top_cmd,True,0.0022145999828353524
336,top_cmd,True,0.0022877000155858696
337,vol_cmd,True,0.0021751000022049993
338,top_cmd,True,0.0023723999911453575
339,vol_cmd,True,0.0022459999890998006
340,top_cmd,True,0.0032299000013154
341,top_cmd,True,0.0024818000092636794
342,vol_cmd,True,0.0022177999780979007
343,top_cmd,True,0.0022979999775998294
344,top_cmd,True,0.0030436999804805964
345,vol_cmd,True,0.0022292000066954643
346,symbol_cmd,True,0.0022228999878279865
347,vol_cmd,True,0.002288299991050735
348,vol_cmd,True,0.0024019000120460987
349,vol_cmd,True,0.0023496999929193407
350,top_cmd,True,0.0023012000019662082
351,symbol_cmd,True,0.0019169000152032822
352,symbol_cmd,True,0.0020401999936439097
353,top_cmd,True,0.0032664999889675528
354,symbol_cmd,True,0.002101400023093447
355,top_cmd,True,0.002824399998644367
356,top_cmd,True,0.002436299982946366
357,vol_cmd,True,0.003361999988555908
358,vol_cmd,True,0.002394900016952306
359,symbol_cmd,True,0.0020807999826502055
360,top_cmd,True,0.002206600009230897
361,symbol_cmd,True,0.0020327999955043197
362,top_cmd,True,0.0030836999940220267
363,symbol_cmd,True,0.0021018999977968633
364,vol_cmd,True,0.0025049999821931124
365,symbol_cmd,True,0.00206979998620227
366,symbol_cmd,True,0.0019472000130917877
367,symbol_cmd,True,0.002157299983082339
368,top_cmd,True,0.002296100021339953
369,symbol_cmd,True,0.0023050000017974526
370,vol_cmd,True,0.0029681000160053372
371,vol_cmd,True,0.0031549999839626253
372,top_cmd,True,0.0024753999896347523
373,symbol_cmd,True,0.002075399999739602
374,symbol_cmd,True,0.0019426000071689487
375,top_cmd,True,0.00247580002178438
376,top_cmd,True,0.0028703999996650964
377,top_cmd,True,0.0023031000164337456
378,vol_cmd,True,0.0023255000123754144
379,vol_cmd,True,0.002568500000052154
380,vol_cmd,True,0.00310550001449883
381,top_cmd,True,0.0023617000260856003
382,symbol_cmd,True,0.00198540001292713
383,top_cmd,True,0.0022446000075433403
384,top_cmd,True,0.003006899991305545
385,vol_cmd,True,0.0021326999994926155
386,top_cmd,True,0.0023160999990068376
387,symbol_cmd,True,0.0020420000073499978
388,symbol_cmd,True,0.0018940000154543668
389,top_cmd,True,0.0031652000034227967
390,top_cmd,True,0.002197600028011948
391,symbol_cmd,True,0.002072999981464818
392,top_cmd,True,0.0022702999995090067
393,symbol_cmd,True,0.0029399000050034374
394,top_cmd,True,0.002241799986222759
395,top_cmd,True,0.0022945000091567636
396,top_cmd,True,0.002220599999418482
397,symbol_cmd,True,0.001942700007930398
398,top_cmd,True,0.0022709999757353216
399,top_cmd,True,0.0021954000112600625
400,top_cmd,True,0.0022547999978996813
401,vol_cmd,True,0.0025446999934501946
402,symbol_cmd,True,0.002739799994742498
403,vol_cmd,True,0.002591100026620552
404,top_cmd,True,0.002238399989437312
405,symbol_cmd,True,0.0019320999854244292
406,vol_cmd,True,0.0024012000067159534
407,symbol_cmd,True,0.0018600000184960663
408,symbol_cmd,True,0.0019817999855149537
409,symbol_cmd,True,0.002008599985856563
410,symbol_cmd,True,0.0022335000103339553
411,top_cmd,True,0.00335440001799725
412,top_cmd,True,0.0021259999775793403
413,vol_cmd,True,0.0022727999894414097
414,vol_cmd,True,0.002335900004254654
415,symbol_cmd,True,0.0020978999964427203
416,vol_cmd,True,0.0022391999955289066
417,symbol_cmd,True,0.002127200015820563
418,vol_cmd,True,0.002426699997158721
419,symbol_cmd,True,0.001970799989067018
420,top_cmd,True,0.0033823999983724207
421,top_cmd,True,0.0024727999989409
422,vol_cmd,True,0.0022504999942611903
423,symbol_cmd,True,0.0019422000041231513
424,vol_cmd,True,0.0023076000215951353
425,symbol_cmd,True,0.00278690000413917
426,top_cmd,True,0.0022080000198911875
427,symbol_cmd,True,0.0021419999829959124
428,top_cmd,True,0.002218600013293326
429,vol_cmd,True,0.003213200019672513
430,vol_cmd,True,0.0022280999983195215
431,top_cmd,True,0.002333199983695522
432,symbol_cmd,True,0.0020760000043082982
433,symbol_cmd,True,0.002087000000756234
434,vol_cmd,True,0.003112700011115521
435,top_cmd,True,0.002365499996813014
436,symbol_cmd,True,0.0019254999933764338
437,symbol_cmd,True,0.002066199987893924
438,vol_cmd,True,0.0023273999977391213
439,top_cmd,True,0.002393899980233982
440,vol_cmd,True,0.002754699991783127
441,symbol_cmd,True,0.0021354000200517476
442,vol_cmd,True,0.002758200018433854
443,vol_cmd,True,0.003269200009526685
444,symbol_cmd,True,0.0019952000002376735
445,vol_cmd,True,0.002589100011391565
446,vol_cmd,True,0.0023324999783653766
447,vol_cmd,True,0.0033101000008173287
448,top_cmd,True,0.00222679998842068
449,vol_cmd,True,0.0022382999886758626
450,symbol_cmd,True,0.00204610000946559
451,vol_cmd,True,0.0022295000089798123
452,symbol_cmd,True,0.0020431000157259405
453,vol_cmd,True,0.002309100003913045
454,symbol_cmd,True,0.0019580000080168247
455,vol_cmd,True,0.002278400002978742
456,top_cmd,True,0.0032983999990392476
457,top_cmd,True,0.0021828000026289374
458,vol_cmd,True,0.0024145999923348427
459,vol_cmd,True,0.0022498000180348754
460,symbol_cmd,True,0.001993700017919764
461,vol_cmd,True,0.0023142999853007495
462,symbol_cmd,True,0.0019761000003200024
463,symbol_cmd,True,0.002066999993985519
464,top_cmd,True,0.002388499997323379
465,vol_cmd,True,0.0030359000083990395
466,symbol_cmd,True,0.002231500024208799
467,top_cmd,True,0.002705699997022748
468,symbol_cmd,True,0.002006399998208508
469,vol_cmd,True,0.002329799986910075
470,vol_cmd,True,0.0023853000020608306
471,vol_cmd,True,0.002331600000616163
472,symbol_cmd,True,0.0020394000166561455
473,vol_cmd,True,0.002498399990145117
474,top_cmd,True,0.0032672999950591475
475,symbol_cmd,True,0.0019975000177510083
476,symbol_cmd,True,0.002233700011856854
477,symbol_cmd,True,0.0019527999975252897
478,vol_cmd,True,0.0023339999897871166
479,top_cmd,True,0.0022508999973069876
480,top_cmd,True,0.002166999998735264
481,vol_cmd,True,0.0023953000199981034
482,symbol_cmd,True,0.002210199978435412
483,symbol_cmd,True,0.0028516000020317733
484,vol_cmd,True,0.002215800021076575
485,top_cmd,True,0.0021514999971259385
486,symbol_cmd,True,0.0020806000102311373
487,vol_cmd,True,0.0030958999996073544
488,top_cmd,True,0.0022917999885976315
489,top_cmd,True,0.0023093000054359436
490,symbol_cmd,True,0.0020551999914459884
491,top_cmd,True,0.002218600013293326
492,symbol_cmd,True,0.0027701000217348337
493,vol_cmd,True,0.0022886000224389136
494,vol_cmd,True,0.0022360000002663583
495,top_cmd,True,0.0022575999901164323
496,vol_cmd,True,0.0030506000039167702
497,top_cmd,True,0.0021050999930594116
498,top_cmd,True,0.0025550999853294343
499,symbol_cmd,True,0.002050400013104081
